--------------------
BDMEP - INMET
--------------------
Estação           : VITORIA DA CONQUISTA - BA (OMM: 83344)
Latitude  (graus) : -14.88
Longitude (graus) : -40.79
Altitude  (metros): 874.81
Estação Operante
Inicio de operação: 01/01/1936
Periodo solicitado dos dados: 01/01/1970 a 01/01/2019
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;PrecipitacaoTotal;TempMaximaMedia;TempMinimaMedia;
83344;31/08/1998;0000;10.8;25.632258;15.083871;
83344;30/09/1998;0000;2.6;27.013333;15.59;
83344;31/10/1998;0000;6.2;28.316129;16.445161;
83344;30/11/1998;0000;223.2;26.24;18.27;
83344;31/12/1998;0000;210.8;27.396774;18.148387;
83344;31/01/1999;0000;40.9;27.616129;18.064516;
83344;28/02/1999;0000;113.4;27.642857;17.85;
83344;31/03/1999;0000;113.1;27.254839;18.258065;
83344;30/04/1999;0000;37.4;25.216667;17.406667;
83344;31/05/1999;0000;43.7;24.112903;15.558065;
83344;30/06/1999;0000;14.8;23.806667;15.513333;
83344;31/07/1999;0000;65.5;21.777419;14.541935;
83344;31/08/1999;0000;33.8;21.641935;13.641935;
83344;30/09/1999;0000;35;24.663333;14.226667;
83344;31/10/1999;0000;31.7;24.506452;15.667742;
83344;30/11/1999;0000;181.7;24.97;16.973333;
83344;31/12/1999;0000;139.9;26.293548;17.574194;
83344;31/01/2000;0000;215;27.412903;18.748387;
83344;29/02/2000;0000;73.2;27.772414;18.196552;
83344;31/03/2000;0000;124.8;26.129032;18.170968;
83344;30/04/2000;0000;21.8;25.546667;17.196667;
83344;31/05/2000;0000;9.7;25.051613;15.987097;
83344;30/06/2000;0000;10.2;23.506667;14.893333;
83344;31/07/2000;0000;43.2;22.954839;13.97;
83344;31/08/2000;0000;2.2;23.941935;14.035484;
83344;30/09/2000;0000;23.8;24.573333;15.326667;
83344;31/10/2000;0000;1.9;28.145161;16.13871;
83344;30/11/2000;0000;148.4;27.163333;18.163333;
83344;31/12/2000;0000;332.2;25.709677;18.203226;
83344;31/01/2001;0000;40.1;26.593548;18.709677;
83344;28/02/2001;0000;4.8;29.882143;18.482143;
83344;31/03/2001;0000;121.2;27.677419;18.43871;
83344;30/04/2001;0000;10.5;26.74;17.81;
83344;31/05/2001;0000;13.9;27.47037;18.1;
83344;30/06/2001;0000;27.1;23.46;15.22;
83344;31/07/2001;0000;25.1;23.809677;14.746667;
83344;31/08/2001;0000;32.7;22.603226;14.006452;
83344;30/09/2001;0000;31.8;25.77;15.04;
83344;31/10/2001;0000;91.7;26.8;16.287097;
83344;30/11/2001;0000;7.2;28.87;17.403333;
83344;31/12/2001;0000;135.6;27.603226;17.241935;
83344;31/01/2002;0000;315;26.7;17.577419;
83344;28/02/2002;0000;130.5;27.617857;16.789286;
83344;31/03/2002;0000;45.3;26.858065;16.712903;
83344;30/04/2002;0000;37.6;26.42;16.666667;
83344;31/05/2002;0000;15.4;25.16129;14.496774;
83344;30/06/2002;0000;34.7;23.32;14.039286;
83344;31/07/2002;0000;19.6;23.658065;13.829032;
83344;31/08/2002;0000;21.4;24.387097;11.958065;
83344;30/09/2002;0000;68.3;26.02;14.113333;
83344;31/10/2002;0000;1.3;28.074194;14.803333;
83344;30/11/2002;0000;70.1;27.716667;15.824138;
83344;31/12/2002;0000;128.5;29.841935;16.93871;
83344;31/01/2003;0000;57.1;29.183333;17.566667;
83344;28/02/2003;0000;20.4;28.4;16.285714;
83344;31/03/2003;0000;40.8;29.441935;17.416129;
83344;30/04/2003;0000;64.2;27.12;17.066667;
83344;31/05/2003;0000;52.9;24.770968;16.126667;
83344;30/06/2003;0000;16.2;23.653333;12.866667;
83344;31/07/2003;0000;34.3;22.858065;12.545161;
83344;31/08/2003;0000;16.8;23.567742;13.867742;
83344;30/09/2003;0000;16.1;26.016667;14.633333;
83344;31/10/2003;0000;13.4;27.619355;15.593548;
83344;30/11/2003;0000;56;28.003333;16.65;
83344;31/12/2003;0000;24.1;30.851613;17.812903;
83344;31/01/2004;0000;167.6;27.812903;18.254839;
83344;29/02/2004;0000;234.6;27.1;17.82069;
83344;31/03/2004;0000;394.9;25.848387;18.051613;
83344;30/04/2004;0000;62;25.583333;16.753333;
83344;31/05/2004;0000;22.4;24.309677;16.309677;
83344;30/06/2004;0000;23.6;21.958621;14.1;
83344;31/07/2004;0000;24.6;21.26129;13.151613;
83344;31/08/2004;0000;2.2;23.958065;13.345161;
83344;30/09/2004;0000;2.4;25.786207;13.42069;
83344;31/10/2004;0000;20.1;27.4;15.867742;
83344;30/11/2004;0000;204.3;28;16.78;
83344;31/12/2004;0000;12.3;28.264516;16.754839;
83344;31/01/2005;0000;96.1;29.383871;17.541935;
83344;28/02/2005;0000;182.8;27.440741;17.722222;
83344;31/03/2005;0000;78.9;27.841935;17.083871;
83344;30/04/2005;0000;42.2;25.503333;16.343333;
83344;31/05/2005;0000;70.3;24.774194;14.687097;
83344;30/06/2005;0000;43.7;22.45;13.772414;
83344;31/07/2005;0000;16.9;21.877419;12.106452;
83344;31/08/2005;0000;20.8;23.593548;12.73871;
83344;30/09/2005;0000;12.5;25.73;14.07;
83344;31/10/2005;0000;0;28.796774;14.519355;
83344;30/11/2005;0000;101.9;26.69;16.663333;
83344;31/12/2005;0000;72.7;26.886667;17.4;
83344;31/01/2006;0000;24.5;28.219355;17.396667;
83344;28/02/2006;0000;75.8;31.288889;18.918519;
83344;31/03/2006;0000;179.6;27.819355;19.222581;
83344;30/04/2006;0000;101.4;25.466667;18.523333;
83344;31/05/2006;0000;53.4;23.593548;15.741935;
83344;30/06/2006;0000;32.1;21.243333;13.582759;
83344;31/07/2006;0000;11.4;22.454839;12.36129;
83344;31/08/2006;0000;7.7;24.306452;13.57931;
83344;30/09/2006;0000;21.4;25.885714;14.337931;
83344;31/10/2006;0000;81.6;26.06129;17.312903;
83344;30/11/2006;0000;235.4;26.596667;17.596667;
83344;31/12/2006;0000;83.8;27.406897;17.486207;
83344;31/01/2007;0000;74.5;29.456667;18.680645;
83344;28/02/2007;0000;190.5;26.6;;
83344;31/03/2007;0000;35.2;26.293333;;
83344;30/04/2007;0000;59.2;26.113793;;
83344;31/05/2007;0000;13.9;24.277419;;
83344;30/06/2007;0000;14.2;23.67;12.69;
83344;31/07/2007;0000;17.6;23.776667;13.343333;
83344;31/08/2007;0000;32.8;23.277419;12.932258;
83344;30/09/2007;0000;24;25.13;13.796552;
83344;31/10/2007;0000;4.8;27.348387;14.906452;
83344;30/11/2007;0000;99.4;28.544828;16.368966;
83344;31/12/2007;0000;232.7;27.243333;16.341176;
83344;31/01/2008;0000;114.9;27.21;;
83344;29/02/2008;0000;74;28.517857;;
83344;31/03/2008;0000;103.1;26.823333;;
83344;30/04/2008;0000;14.8;27.98;;
83344;31/05/2008;0000;1.1;25.970968;;
83344;30/06/2008;0000;22.2;22.927586;;
83344;31/07/2008;0000;13.8;23;;
83344;31/08/2008;0000;4.4;24.929032;;
83344;30/09/2008;0000;33.2;26.593333;;
83344;31/10/2008;0000;12.8;28.626667;12.72069;
83344;30/11/2008;0000;165.6;28.03;16.783333;
83344;31/12/2008;0000;94.7;26.383871;17.848387;
83344;31/01/2009;0000;161.3;27.635484;17.880645;
83344;28/02/2009;0000;36;27.717857;17.064286;
83344;31/03/2009;0000;126.8;29.451613;18.006452;
83344;30/04/2009;0000;195.1;25.53;17.883333;
83344;31/05/2009;0000;21.3;23.336667;15.743333;
83344;30/06/2009;0000;37;23.55;14.68;
83344;31/07/2009;0000;10.3;23.916129;13.590323;
83344;31/08/2009;0000;18.5;24.132258;13.719355;
83344;30/09/2009;0000;28.8;27.83;14.84;
83344;31/10/2009;0000;178;27.251613;18.467742;
83344;30/11/2009;0000;9.7;28.33;19.053333;
83344;31/12/2009;0000;56.4;28.973333;;
83344;31/01/2010;0000;50.1;29.074194;;
83344;28/02/2010;0000;7.4;29.353846;;
83344;31/03/2010;0000;176;28.609677;;
83344;30/04/2010;0000;77.5;25.958621;;
83344;31/05/2010;0000;17.4;26.229032;;
83344;30/06/2010;0000;20.3;23.696667;;
83344;31/07/2010;0000;43.9;22.23;;
83344;31/08/2010;0000;20.5;22.948387;;
83344;30/09/2010;0000;12.5;25.576667;;
83344;31/10/2010;0000;41.6;28.796552;16.372727;
83344;30/11/2010;0000;237.2;27.516667;16.936667;
83344;31/12/2010;0000;174.1;27.454839;17.764516;
83344;31/01/2011;0000;32.2;27.009677;17.067742;
83344;28/02/2011;0000;32.5;28.353571;17.042857;
83344;31/03/2011;0000;90.5;28.170968;18.212903;
83344;30/04/2011;0000;67.7;25.7;17.413793;
83344;31/05/2011;0000;21.1;23.664516;15.770968;
83344;30/06/2011;0000;7;23.923333;14.673333;
83344;31/07/2011;0000;25.6;23.63871;12.793103;
83344;31/08/2011;0000;6.5;25.533333;;
83344;30/09/2011;0000;11.2;24.965517;13.803333;
83344;31/10/2011;0000;73;26.203226;15.787097;
83344;30/11/2011;0000;109.5;24.123333;16.186667;
83344;31/12/2011;0000;115.6;27.093548;17.093548;
83344;31/01/2012;0000;17.3;27.358065;16.651613;
83344;29/02/2012;0000;29.3;27.737037;16.12963;
83344;31/03/2012;0000;12.2;28.990323;16.896774;
83344;30/04/2012;0000;1.7;29.466667;16.07;
83344;31/05/2012;0000;30.2;25.06129;15.387097;
83344;30/06/2012;0000;22.2;25.406667;15.016667;
83344;31/07/2012;0000;18;23.829032;13.045161;
83344;31/08/2012;0000;55.3;22.980645;12.9;
83344;30/09/2012;0000;6.7;26.12;14.003333;
83344;31/10/2012;0000;48.4;27.206452;15.193548;
83344;30/11/2012;0000;258.4;26.106667;17.531034;
83344;31/12/2012;0000;4;29.467742;16.254839;
83344;31/01/2013;0000;95.4;28.893548;17.293548;
83344;28/02/2013;0000;65.1;27.764286;16.3;
83344;31/03/2013;0000;2.1;30.058065;16.696774;
83344;30/04/2013;0000;59.3;26.236667;16.196667;
83344;31/05/2013;0000;11.4;25.567742;15.170968;
83344;30/06/2013;0000;35.3;24.003333;14.546667;
83344;31/07/2013;0000;17.1;23.767742;13.212903;
83344;31/08/2013;0000;20.4;23.677419;12.9;
83344;30/09/2013;0000;20.8;26.217241;14.293333;
83344;31/10/2013;0000;29.3;26.63871;14.33871;
83344;30/11/2013;0000;33.2;28.182759;15.31;
83344;31/12/2013;0000;232.7;27.567742;16.990323;
83344;31/01/2014;0000;59;26.95;15.354839;
83344;28/02/2014;0000;30.2;27.346429;15.014286;
83344;31/03/2014;0000;37.1;27.86129;16.087097;
83344;30/04/2014;0000;29;27.856667;15.456667;
83344;31/05/2014;0000;15.6;26.33871;14.332258;
83344;30/06/2014;0000;38.2;23.836667;13.316667;
83344;31/07/2014;0000;25.9;23.345161;12.322581;
83344;31/08/2014;0000;4.8;24.56129;11.809677;
83344;30/09/2014;0000;5.1;26.943333;13.210345;
83344;31/10/2014;0000;50.5;26.983871;13.841379;
83344;30/11/2014;0000;191.6;26.416667;15.176667;
83344;31/12/2014;0000;167;26.646667;15.16;
83344;31/01/2015;0000;7.4;28.193548;14.64;
83344;28/02/2015;0000;103;27.625;13.717857;
83344;31/03/2015;0000;54.6;28.55;13.986957;
83344;30/04/2015;0000;55.5;27.889655;16.06;
83344;31/05/2015;0000;28;24.567742;14.225806;
83344;30/06/2015;0000;34.4;23.556667;13.326667;
83344;31/07/2015;0000;22.1;23.677419;12.693548;
83344;31/08/2015;0000;43.8;23.393548;11.675862;
83344;30/09/2015;0000;0;29.126667;14.541379;
83344;31/10/2015;0000;23;29.693548;16.351613;
83344;30/11/2015;0000;55;31.42;17.58;
83344;31/12/2015;0000;56.1;31.26129;16.987097;
83344;31/01/2016;0000;215.2;27.596552;19.025806;
83344;29/02/2016;0000;1.9;29.460714;17.037931;
83344;31/03/2016;0000;18.4;29.967742;17.458065;
83344;30/04/2016;0000;7.8;28.64;16.736667;
83344;31/05/2016;0000;4.2;27.070968;15.658065;
83344;30/06/2016;0000;18.3;25.568966;15.066667;
