--------------------
BDMEP - INMET
--------------------
Estação           : CAETITE - BA (OMM: 83339)
Latitude  (graus) : -14.06
Longitude (graus) : -42.48
Altitude  (metros): 882.47
Estação Operante
Inicio de operação: 01/01/1907
Periodo solicitado dos dados: 01/01/1970 a 01/01/2019
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;PrecipitacaoTotal;TempMaximaMedia;TempMinimaMedia;
83339;31/05/1999;0000;32.1;26.290323;17.119355;
83339;30/06/1999;0000;10.9;25.556667;16.336667;
83339;31/07/1999;0000;10.5;24.103226;15.416129;
83339;31/08/1999;0000;20.1;24.835484;14.829032;
83339;30/09/1999;0000;46.3;26.446667;15.786667;
83339;31/10/1999;0000;72.4;26.9;17.236667;
83339;30/11/1999;0000;344.2;25.363333;17.783333;
83339;31/12/1999;0000;167.9;26.229032;18.703704;
83339;31/01/2000;0000;78.6;27.464516;;
83339;29/02/2000;0000;18;28.751724;;
83339;31/03/2000;0000;28.6;28.03871;;
83339;30/04/2000;0000;66.9;27.496667;;
83339;31/05/2000;0000;3.7;27.335484;;
83339;30/06/2000;0000;1.8;25.51;;
83339;31/07/2000;0000;24.5;25.174194;;
83339;31/08/2000;0000;1.2;27.316129;16.1125;
83339;30/09/2000;0000;25.6;27.043333;16.583333;
83339;31/10/2000;0000;12;30.53871;17.909677;
83339;30/11/2000;0000;138.8;27.793333;18.493333;
83339;31/12/2000;0000;357.2;26.419355;18.967742;
83339;31/01/2001;0000;47;27.109677;17.864516;
83339;28/02/2001;0000;4.4;30.060714;19.135714;
83339;31/03/2001;0000;84.5;28.180645;18.929032;
83339;30/04/2001;0000;16.6;28.213333;18.293333;
83339;31/05/2001;0000;11.7;28.522581;18.151613;
83339;30/06/2001;0000;14.8;25.3;16.09;
83339;31/07/2001;0000;17.8;25.590323;15.348387;
83339;31/08/2001;0000;13;25.064516;15.1;
83339;30/09/2001;0000;11.3;28.233333;16.71;
83339;31/10/2001;0000;96.4;28.019355;18.083871;
83339;30/11/2001;0000;141.1;28.706667;18.93;
83339;31/12/2001;0000;141.1;27.896774;18.641935;
83339;31/01/2002;0000;225.1;27.232258;18.793548;
83339;28/02/2002;0000;105.2;28.035714;18.832143;
83339;31/03/2002;0000;30.2;28.277419;18.548387;
83339;30/04/2002;0000;23.4;28.236667;18.896667;
83339;31/05/2002;0000;7.6;27.454839;16.774194;
83339;30/06/2002;0000;19;24.92;16.33;
83339;31/07/2002;0000;9.8;25.954839;16.022581;
83339;31/08/2002;0000;15.4;26.506452;15.822581;
83339;30/09/2002;0000;57.2;27.703333;17.353333;
83339;31/10/2002;0000;6.5;29.916129;17.429032;
83339;30/11/2002;0000;79.1;29.32;18.372414;
83339;31/12/2002;0000;233;29.858065;19.080645;
83339;31/01/2003;0000;87.9;28.4;19.286667;
83339;28/02/2003;0000;9.6;29.460714;19.1;
83339;31/03/2003;0000;115.5;29.825806;19.545161;
83339;30/04/2003;0000;48.8;28.736667;19.133333;
83339;31/05/2003;0000;15.5;27.623333;17.690323;
83339;30/06/2003;0000;5.4;25.903333;15.893333;
83339;31/07/2003;0000;10.2;25.112903;14.712903;
83339;31/08/2003;0000;8.7;26.436667;15.932258;
83339;30/09/2003;0000;19;28.133333;16.626667;
83339;31/10/2003;0000;2;29.806452;17.56129;
83339;30/11/2003;0000;89.3;29.7;18.536667;
83339;31/12/2003;0000;82.5;30.619355;19.645161;
83339;31/01/2004;0000;343.2;26.583871;19.322581;
83339;29/02/2004;0000;108.3;27.096552;19.044828;
83339;31/03/2004;0000;253.1;25.470968;18.432258;
83339;30/04/2004;0000;8.2;26.206667;18.236667;
83339;31/05/2004;0000;3.6;25.716129;17.580645;
83339;30/06/2004;0000;13.9;24.056667;15.926667;
83339;31/07/2004;0000;4.4;23.803226;14.703226;
83339;31/08/2004;0000;0;26.364516;15.629032;
83339;30/09/2004;0000;0.8;27.666667;15.746667;
83339;31/10/2004;0000;80.3;29.26129;17.877419;
83339;30/11/2004;0000;202.2;28.94;18.42;
83339;31/12/2004;0000;86.1;28.303226;18.358065;
83339;31/01/2005;0000;240.6;28.074194;19.441935;
83339;28/02/2005;0000;155.5;27.55;19.646429;
83339;31/03/2005;0000;106.7;27.922581;19.454839;
83339;30/04/2005;0000;11.7;27.323333;18.71;
83339;31/05/2005;0000;45;26.212903;17.23871;
83339;30/06/2005;0000;26.3;24.843333;15.853333;
83339;31/07/2005;0000;11.5;24.748387;14.925806;
83339;31/08/2005;0000;7.2;26.393548;15.690323;
83339;30/09/2005;0000;43.4;28.626667;17.046667;
83339;31/10/2005;0000;41.8;30.667742;17.732258;
83339;30/11/2005;0000;132.5;28.173333;18.466667;
83339;31/12/2005;0000;68.3;27.741935;18.732258;
83339;31/01/2006;0000;1.4;30.132258;18.529032;
83339;28/02/2006;0000;120;31.575;20.242857;
83339;31/03/2006;0000;217.5;28.151613;19.53871;
83339;30/04/2006;0000;115.9;26.12;18.61;
83339;31/05/2006;0000;39.2;24.674194;16.445161;
83339;30/06/2006;0000;25.1;23.223333;14.82;
83339;31/07/2006;0000;3.7;24.63871;14.448387;
83339;31/08/2006;0000;0.3;26.745161;15.793548;
83339;30/09/2006;0000;8.6;28.593333;16.733333;
83339;31/10/2006;0000;85.5;27.835484;18.709677;
83339;30/11/2006;0000;210.9;27.283333;18.413333;
83339;31/12/2006;0000;119.5;28.2;18.951613;
83339;31/01/2007;0000;101.2;29.906452;19.480645;
83339;28/02/2007;0000;176.5;26.878571;19.067857;
83339;31/03/2007;0000;32.4;27.590323;18.370968;
83339;30/04/2007;0000;18.7;27.746667;18.09;
83339;31/05/2007;0000;4.1;27.748387;17.025806;
83339;30/06/2007;0000;12.3;25.743333;15.643333;
83339;31/07/2007;0000;4.5;26.229032;15.15;
83339;31/08/2007;0000;3.1;25.93871;14.874194;
83339;30/09/2007;0000;7.8;27.396667;15.95;
83339;31/10/2007;0000;27;29.967742;17.93871;
83339;30/11/2007;0000;108.8;30.26;18.651724;
83339;31/12/2007;0000;259.6;27.841935;18.374194;
83339;31/01/2008;0000;82;27.980645;18.612903;
83339;29/02/2008;0000;81;29.003448;19.293103;
83339;31/03/2008;0000;127.1;27.548387;18.93871;
83339;30/04/2008;0000;58;27.8;19.116667;
83339;31/05/2008;0000;0;27.287097;17.090323;
83339;30/06/2008;0000;13.2;24.943333;15.826667;
83339;31/07/2008;0000;5;24.777419;14.409677;
83339;31/08/2008;0000;1.6;26.958065;15.390323;
83339;30/09/2008;0000;39.5;28.623333;16.56;
83339;31/10/2008;0000;5.4;30.63871;17.574194;
83339;30/11/2008;0000;175.1;28.003448;19.236667;
83339;31/12/2008;0000;160.2;27.145161;18.96129;
83339;31/01/2009;0000;54.3;28.203226;19.190323;
83339;28/02/2009;0000;43.4;30.1;19.017857;
83339;31/03/2009;0000;185.1;30.032258;19.812903;
83339;30/04/2009;0000;80.9;26.186667;19.256667;
83339;31/05/2009;0000;4.6;24.754839;17.177419;
83339;30/06/2009;0000;10.6;24.896667;16.39;
83339;31/07/2009;0000;17.3;25.83871;15.658065;
83339;31/08/2009;0000;1.2;26.790323;16.167742;
83339;30/09/2009;0000;13.6;30.466667;18.076667;
83339;31/10/2009;0000;209.7;29.374194;19.332258;
83339;30/11/2009;0000;44.8;29.65;18.676667;
83339;31/12/2009;0000;175.3;28.53871;19.596774;
83339;31/01/2010;0000;15.1;30.222581;19.158065;
83339;28/02/2010;0000;17.4;30.942857;19.814286;
83339;31/03/2010;0000;213.4;28.606452;20.203226;
83339;30/04/2010;0000;50.4;27.496667;18.913333;
83339;31/05/2010;0000;16.6;28.532258;18.658065;
83339;30/06/2010;0000;1.5;26.17;15.796667;
83339;31/07/2010;0000;18.4;25.070968;15.754839;
83339;31/08/2010;0000;6;25.751613;14.777419;
83339;30/09/2010;0000;0;28.173333;16.206667;
83339;31/10/2010;0000;71.6;31.325806;19.56129;
83339;30/11/2010;0000;146.7;28.683333;19.39;
83339;31/12/2010;0000;142;28.064516;19.267742;
83339;31/01/2011;0000;27.7;28.567742;19.074194;
83339;28/02/2011;0000;139.1;30.153571;19.246429;
83339;31/03/2011;0000;129.1;27.922581;19.687097;
83339;30/04/2011;0000;43.8;27.436667;18.763333;
83339;31/05/2011;0000;6.8;26.26129;17.248387;
83339;30/06/2011;0000;0.4;26.89;16.433333;
83339;31/07/2011;0000;17.2;25.880645;15.267742;
83339;31/08/2011;0000;1.2;27.803226;16.206452;
83339;30/09/2011;0000;0;27.373333;15.52;
83339;31/10/2011;0000;48;28.287097;18.196774;
83339;30/11/2011;0000;119;25.896667;17.903333;
83339;31/12/2011;0000;233.4;27.651613;18.664516;
83339;31/01/2012;0000;51.4;27.867742;18.596774;
83339;29/02/2012;0000;53.2;29.096552;18.503448;
83339;31/03/2012;0000;11.9;30.619355;19.067742;
83339;30/04/2012;0000;0;31.02;19.13;
83339;31/05/2012;0000;11.6;27.370968;17.564516;
83339;30/06/2012;0000;10.5;27.09;17.063333;
83339;31/07/2012;0000;12.1;26.312903;15.593548;
83339;31/08/2012;0000;12.7;25.390323;15.116129;
83339;30/09/2012;0000;3;29.163333;16.956667;
83339;31/10/2012;0000;0.4;30.667742;17.974194;
83339;30/11/2012;0000;454.9;26.443333;19.476667;
83339;31/12/2012;0000;45.9;30.373333;19.345161;
83339;31/01/2013;0000;202.6;29.322581;19.780645;
83339;28/02/2013;0000;0;29.921429;19.335714;
83339;31/03/2013;0000;87.3;31.11;20.057143;
